2001-9-1	G-32-4246903.xml	Örtónleikar í Straumi	9
2001-9-4	G-32-4246904.xml	Vænn urriði í Apavatni	9
2001-9-6	G-32-4246905.xml	Tourette með opið hús	9
2001-9-16	G-32-4246906.xml	Besta breska teið í Cornwall	9
2001-9-23	G-32-4246908.xml	Spilakvöld landsliðsnefndar kvenna Næsta spilakvöldi nefndarinnar...	9
2001-9-25	G-32-4246909.xml	Innrás enskunnar hitamál	9
2001-9-25	G-32-4246910.xml	Opið málefnastarf Samfylkingarinnar	9
2001-9-25	G-32-4246911.xml	Seljavík sökk við Grandagarð	9
2001-9-28	G-32-4246912.xml	MEÐALVEXTIR SKULDABRÉFA OG DRÁTTARVEXTIR Dráttar Vxt.	9
2001-9-28	G-32-4246913.xml	Glæsimark Eiðs	9
2001-9-29	G-32-4246914.xml	GULLBRÚÐKAUP .	9
2001-9-8	G-32-4248769.xml	Sýningum lýkur	9
2001-9-9	G-32-4248770.xml	Góð byrjun í Flóanum	9
2001-9-14	G-32-4248771.xml	Hættir í bæjarstjórn	9
2001-9-15	G-32-4248772.xml	Í heildina hafa KA-menn staðið upp úr	9
2001-9-21	G-32-4248773.xml	"""Síðasti einræðisherrann í Evrópu"""	9
2001-9-25	G-32-4248774.xml	Stefán Jónsson	9
2001-9-26	G-32-4248775.xml	Bandaríkin beita hátækni til að njósna um óvininn	9
2001-9-28	G-32-4248776.xml	Leikarar og listrænir stjórnendur	9
2001-9-30	G-32-4248777.xml	1) Little Caesar (1931) Eru þetta...	9
2001-9-5	G-32-4250583.xml	BRÚÐKAUP.	9
2001-9-8	G-32-4250584.xml	Væntingarvísitala til skoðunar í ráðuneytinu	9
2001-9-15	G-32-4250585.xml	Mozart og Schubert í Bústaðakirkju	9
2001-9-16	G-32-4250586.xml	Fundaröð um Frumkvöðlasetur	9
2001-9-21	G-32-4250587.xml	Talið að fleiri árásir hafi verið skipulagðar	9
2001-9-29	G-32-4250588.xml	Um fjögurra milljarða samdráttur	9
2001-9-29	G-32-4250589.xml	Doktorsvarnir við HÍ	9
2001-9-4	G-32-4252369.xml	* ENGIN meiðsli hrjá íslensku landsliðsmennina...	9
2001-9-6	G-32-4252370.xml	Aldrei fleiri í lengra námi	9
2001-9-6	G-32-4252371.xml	Lokapredikanir	9
2001-9-7	G-32-4252372.xml	Vetrarstarfið í Hallgrímskirkju	9
2001-9-8	G-32-4252373.xml	Hausthátíð KFUM og KFUK	9
2001-9-9	G-32-4252374.xml	M argeir Pétursson var stórmeistari í...	9
2001-9-21	G-32-4252375.xml	Gengið út	9
2001-9-22	G-32-4252376.xml	AF HVERJU BRENNA MARGLYTTUR STUNDUM?	9
2001-9-23	G-32-4252377.xml	Veruleikinn	9
2001-9-27	G-32-4252378.xml	SÍF með mesta veltu fyrirtækja hér á landi	9
2001-9-4	G-32-4254164.xml	Búlgarar skutust á toppinn	9
2001-9-11	G-32-4254165.xml	Tyson með Stjörnunni	9
2001-9-14	G-32-4254166.xml	ALÞJÓÐLEGT BANDALAG GEGN HRYÐJUVERKUM	9
2001-9-15	G-32-4254167.xml	Alþjóðadagur fyrir verndun ósonlagsins á morgun	9
2001-9-21	G-32-4254168.xml	Meirihlutinn andsnúinn markaðsvæðingu	9
2001-9-23	G-32-4254169.xml	AMELÍA MAGNÚSDÓTTIR	9
2001-9-25	G-32-4254170.xml	Þakkir til Sólar	9
2001-9-27	G-32-4254171.xml	VÍKVERJI frétti nýlega af konu sem...	9
2001-9-29	G-32-4254172.xml	Tvær sýningar Ólafs Elíassonar í Bandaríkjunum	9
2001-9-6	G-32-4255949.xml	ESB hótar útgöngu	9
2001-9-11	G-32-4255950.xml	"Stóllinn ""Eyrnaslapi"""	9
2001-9-14	G-32-4255951.xml	Trillukörlum nægði ekki meirihluti	9
2001-9-14	G-32-4255952.xml	Álit umboðsmanns þungur áfellisdómur yfir LÍN	9
2001-9-16	G-32-4255953.xml	Impreza WRX STi	9
2001-9-16	G-32-4255954.xml	Vitni handtekið	9
2001-9-20	G-32-4255955.xml	Framtíð Eiðs er hjá Chelsea	9
2001-9-21	G-32-4255956.xml	Tíu teknir fyrir hraðakstur	9
2001-9-26	G-32-4255957.xml	Úrvalið í vopnabúrinu	9
2001-9-2	G-32-4257705.xml	Tekinn á 181 km hraða	9
2001-9-6	G-32-4257706.xml	Námskeið í skjalastjórnun	9
2001-9-7	G-32-4257707.xml	Eir afhendir styrki	9
2001-9-9	G-32-4257708.xml	Stórkostlegur sigur	9
2001-9-11	G-32-4257709.xml	Enginn ánægður á Hlíðarenda	9
2001-9-11	G-32-4257710.xml	Fylkismenn hagnast vel	9
2001-9-12	G-32-4257711.xml	Ástandinu verður vart með orðum lýst	9
2001-9-21	G-32-4257712.xml	Þolinmóður!	9
2001-9-23	G-32-4257713.xml	"Mitt líf hefur verið ""eyrnadans"""	9
2001-9-25	G-32-4257714.xml	Endurtekið efni frá árinu 1999	9
2001-9-27	G-32-4257715.xml	Kirkjumálaráðherrar bera saman bækur sínar	9
2001-9-27	G-32-4257716.xml	ESSÓ-stöðvarnar Gildir til 30.	9
2001-9-4	G-32-4259581.xml	VINNUFRIÐUR	9
2001-9-7	G-32-4259582.xml	Síminn metinn á 40 milljarða	9
2001-9-7	G-32-4259583.xml	Könnun hjá Samfylkingunni	9
2001-9-7	G-32-4259584.xml	"""Rök hins ráðþrota manns"""	9
2001-9-11	G-32-4259585.xml	Kaupþing kaupir eignastýringarfyrirtæki í Sviss	9
2001-9-13	G-32-4259586.xml	Svik og prettir	9
2001-9-13	G-32-4259587.xml	Undanþága varðar ekki stjórnun	9
2001-9-14	G-32-4259588.xml	Árás á innviðu samfélagsins	9
2001-9-22	G-32-4259589.xml	LJÓÐ TIL VINAR	9
2001-9-25	G-32-4259590.xml	Framarar björguðu sér	9
2001-9-30	G-32-4259591.xml	Renault aftur í Formúluna	9
2001-9-1	G-32-4261377.xml	Yfir 40 manns brunnu inni	9
2001-9-4	G-32-4261378.xml	Nýr aðstoðarrektor á Bifröst	9
2001-9-5	G-32-4261379.xml	Slakað á í sundlaugunum	9
2001-9-8	G-32-4261380.xml	Komdu nú að kveðast á	9
2001-9-16	G-32-4261381.xml	Líðan stúlkunnar óbreytt	9
2001-9-20	G-32-4261382.xml	Af fálkaslóðum	9
2001-9-21	G-32-4261383.xml	"""Rússland allt stendur með ykkur"""	9
2001-9-21	G-32-4261384.xml	Yfir hundrað skonnortur í samfloti	9
2001-9-26	G-32-4261385.xml	Danir klárir með sinn hóp	9
2001-9-29	G-32-4261386.xml	Loksins!	9
2001-9-7	G-32-4263211.xml	Lúðrasveitarmenn	9
2001-9-12	G-32-4263212.xml	FYRR í vor skrifaði Víkverji pistil...	9
2001-9-13	G-32-4263213.xml	Kanadískur ráðherra kallaður heim	9
2001-9-15	G-32-4263214.xml	Vegabréfslausir hafa lent í vandræðum erlendis	9
2001-9-16	G-32-4263215.xml	Grínað fyrir salti í grautinn	9
2001-9-18	G-32-4263216.xml	Fallegt og svipmikið timburhús við Stýrimannastíg 15 til sölu	9
2001-9-18	G-32-4263217.xml	Senda frá sér nýjar skáldsögur	9
2001-9-25	G-32-4263218.xml	KSÍ semur við UFA	9
2001-9-28	G-32-4263219.xml	BRIDS - Umsjón Guðmundur Páll Arnarson	9
2001-9-5	G-32-4264989.xml	Fagmennska - einkavæðing	9
2001-9-14	G-32-4264990.xml	Útnefndur einn af bestu bönkum heims	9
2001-9-14	G-32-4264991.xml	Dýrustu manngerðu hamfarir sögunnar	9
